Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
1998-10-26,1388.0,1463.55,1388.0,1463.55,1463.55,2500.0,36.15
1998-10-27,1510.0,1529.8,1475.0,1525.0,1526.2,2600.0,39.04
1998-10-28,1560.0,1648.0,1520.0,1520.0,1525.8,2100.0,32.58
1998-10-29,1525.0,1525.0,1480.0,1500.0,1500.0,650.0,9.73
1998-10-30,1488.0,1490.0,1475.0,1490.0,1490.0,650.0,9.62
1998-11-02,1489.0,1489.0,1440.0,1440.0,1457.55,700.0,10.23
1998-11-03,1440.0,1448.0,1432.0,1448.0,1448.0,500.0,7.19
1998-11-05,1448.0,1466.8,1446.0,1446.0,1446.0,550.0,7.98
1998-11-06,1443.0,1454.0,1443.0,1454.0,1454.0,350.0,5.07
1998-11-09,1485.0,1500.0,1485.0,1485.0,1485.0,1350.0,20.18
1998-11-10,1500.0,1505.0,1490.0,1490.0,1490.1,500.0,7.49
1998-11-11,1503.0,1503.8,1480.05,1480.05,1481.0,450.0,6.72
1998-11-12,1470.0,1470.0,1461.0,1465.0,1465.0,250.0,3.66
1998-11-13,1461.0,1464.0,1457.0,1464.0,1464.0,150.0,2.19
1998-11-16,1431.0,1455.0,1420.0,1420.0,1425.5,750.0,10.78
1998-11-17,1405.0,1450.0,1405.0,1416.0,1426.0,2350.0,33.62
1998-11-18,1450.0,1474.0,1450.0,1450.0,1450.0,200.0,2.91
1998-11-19,1460.0,1460.0,1440.0,1450.0,1450.0,800.0,11.65
1998-11-20,1443.0,1450.0,1440.0,1440.0,1440.0,450.0,6.5
1998-11-23,1444.0,1449.0,1435.0,1449.0,1449.0,350.0,5.05
1998-11-24,1430.0,1430.0,1430.0,1430.0,1430.0,450.0,6.44
1998-11-26,1440.0,1440.0,1420.0,1420.0,1420.0,350.0,5.0
1998-11-27,1425.0,1437.25,1400.0,1402.0,1402.0,400.0,5.68
1998-11-28,1432.0,1432.0,1408.0,1408.0,1408.0,1000.0,14.2
1998-11-30,1424.0,1424.0,1424.0,1424.0,1424.0,50.0,0.71
1998-12-01,1410.0,1425.0,1406.0,1406.0,1406.0,300.0,4.25
1998-12-02,1405.0,1405.0,1405.0,1405.0,1405.0,50.0,0.7
1998-12-03,1410.0,1439.9,1405.0,1439.9,1439.9,3300.0,46.39
1998-12-04,1449.75,1455.0,1449.75,1455.0,1455.0,1100.0,16.0
1998-12-07,1420.0,1490.0,1420.0,1490.0,1490.0,2100.0,29.96
1998-12-08,1505.0,1510.0,1480.0,1488.0,1488.0,750.0,11.22
1998-12-09,1500.0,1500.0,1500.0,1500.0,1500.0,100.0,1.5
1998-12-10,1510.0,1510.0,1490.0,1490.0,1490.0,100.0,1.5
1998-12-11,1480.0,1485.0,1472.0,1472.0,1472.0,350.0,5.18
1998-12-14,1497.0,1500.0,1490.0,1490.0,1490.0,400.0,5.97
1998-12-17,1375.0,1420.0,1375.0,1405.0,1405.0,150.0,2.1
1998-12-18,1386.0,1401.0,1385.0,1400.0,1400.0,300.0,4.19
1998-12-22,1400.0,1415.0,1400.0,1415.0,1415.0,10050.0,141.46
1998-12-23,1430.0,1430.0,1425.0,1425.0,1425.0,100.0,1.43
1998-12-24,1401.0,1401.0,1400.0,1400.0,1400.0,100.0,1.4
1998-12-28,1425.0,1435.0,1420.0,1435.0,1435.0,250.0,3.57
1998-12-29,1430.0,1430.0,1430.0,1430.0,1430.0,50.0,0.72
1998-12-30,1452.0,1452.0,1452.0,1452.0,1452.0,50.0,0.73
1998-12-31,1427.0,1427.0,1427.0,1427.0,1427.0,100.0,1.43
1999-01-04,1475.0,1495.0,1475.0,1495.0,1495.0,350.0,5.2
1999-01-05,1508.0,1509.0,1500.0,1509.0,1509.0,400.0,6.02
1999-01-06,1550.0,1629.0,1540.0,1629.0,1629.0,2600.0,41.43
1999-01-07,1640.0,1759.35,1640.0,1759.35,1759.35,9500.0,166.03
1999-01-08,1866.0,1900.1,1830.0,1900.1,1900.1,5300.0,99.64
1999-01-11,2040.0,2052.1,1950.0,1970.0,1970.0,5500.0,111.29
1999-01-12,1900.05,2049.5,1900.0,1916.0,1916.0,5200.0,102.68
1999-01-13,1999.0,2015.0,1910.0,1925.0,1925.0,3350.0,66.62
1999-01-14,1900.0,1945.0,1900.0,1901.0,1901.0,1750.0,33.64
1999-01-15,1935.0,1940.0,1810.0,1830.0,1830.0,1800.0,34.02
1999-01-18,1840.0,1850.0,1826.0,1841.0,1841.0,850.0,15.63
1999-01-19,1820.0,1865.0,1765.1,1786.0,1786.0,3050.0,54.95
1999-01-21,1889.0,1928.9,1777.0,1928.9,1928.9,1050.0,19.79
1999-01-22,2050.0,2050.0,1941.0,1941.0,1941.0,1800.0,36.07
1999-01-25,1974.9,1996.0,1936.0,1936.0,1936.0,1700.0,33.33
1999-01-27,2000.0,2037.9,1990.05,2001.65,2001.65,9350.0,187.29
1999-01-28,2005.0,2050.0,1962.0,1980.0,1980.0,9300.0,187.65
1999-01-29,1961.0,1971.0,1822.0,1829.0,1829.0,3600.0,67.34
1999-02-01,1800.05,1800.5,1682.7,1682.7,1682.7,2500.0,42.94
1999-02-02,1605.0,1650.0,1555.15,1570.05,1570.05,3700.0,59.09
1999-02-03,1650.0,1660.0,1565.05,1645.0,1645.0,8750.0,140.71
1999-02-04,1649.9,1649.9,1575.0,1575.0,1575.0,1100.0,17.63
1999-02-05,1619.0,1619.0,1520.0,1526.0,1526.0,1850.0,28.43
1999-02-08,1541.65,1565.0,1540.0,1540.0,1540.0,1650.0,25.56
1999-02-09,1525.0,1590.0,1520.0,1567.55,1567.55,4450.0,69.56
1999-02-10,1650.0,1650.0,1591.0,1620.0,1620.0,5450.0,88.01
1999-02-11,1625.0,1749.6,1595.0,1741.05,1741.05,10800.0,183.0
1999-02-12,1750.0,1850.0,1750.0,1815.0,1815.0,10250.0,185.11
1999-02-15,1851.0,1856.5,1816.0,1831.25,1831.25,9900.0,181.87
1999-02-16,1831.1,1890.0,1775.2,1872.5,1872.5,12900.0,235.67
1999-02-17,1984.9,2020.0,1910.0,1969.5,1969.5,19150.0,381.05
1999-02-18,1994.0,2089.0,1972.0,2022.15,2022.15,28200.0,572.22
1999-02-19,2050.0,2100.0,2037.0,2038.0,2038.0,15050.0,310.07
1999-02-22,2050.0,2070.0,1987.0,2000.0,2000.0,6100.0,123.96
1999-02-23,1971.1,2007.9,1945.5,1993.95,1993.95,4150.0,82.51
1999-02-24,1982.1,1983.0,1939.0,1960.0,1960.0,2900.0,56.7
1999-02-25,1932.0,1940.0,1865.0,1865.0,1865.0,5950.0,112.96
1999-02-26,1825.0,1862.0,1800.0,1828.9,1828.9,5450.0,99.38
1999-02-27,1844.0,1923.0,1810.0,1902.0,1902.0,6750.0,126.45
1999-03-01,1915.0,1925.0,1825.1,1925.0,1925.0,4900.0,92.12
1999-03-03,1960.0,1960.0,1877.0,1885.15,1885.15,6450.0,123.65
1999-03-04,1866.0,1883.0,1855.0,1865.0,1865.0,2100.0,39.14
1999-03-05,1845.0,1905.0,1845.0,1868.0,1868.0,2500.0,46.89
1999-03-08,1900.0,1900.0,1865.0,1865.05,1865.05,4700.0,88.15
1999-03-09,1850.0,2014.25,1850.0,2014.25,2014.25,15600.0,307.98
1999-03-10,2165.0,2175.4,2053.0,2175.4,2175.4,37900.0,815.14
1999-03-11,2250.0,2349.45,2200.0,2226.05,2226.05,47300.0,1092.02
1999-03-12,2259.0,2404.15,2190.0,2404.15,2404.15,32600.0,759.68
1999-03-15,2425.0,2498.5,2345.0,2366.05,2366.05,31550.0,767.1
1999-03-16,2340.0,2364.0,2292.0,2312.9,2312.9,9350.0,217.65
1999-03-17,2313.0,2313.0,2138.0,2138.0,2138.0,19150.0,421.08
1999-03-18,2150.0,2180.0,2035.0,2137.1,2137.1,11800.0,248.28
1999-03-19,2185.0,2185.0,2065.0,2085.0,2085.0,13850.0,291.58
1999-03-20,2063.0,2090.0,2061.0,2090.0,2090.0,1150.0,23.79
1999-03-22,2011.0,2090.0,1970.0,2075.75,2075.75,17300.0,352.42
1999-03-23,2070.0,2199.0,1951.1,2031.0,2031.0,38400.0,818.1
1999-03-24,2190.0,2190.0,1990.0,2068.0,2068.0,11800.0,252.2
1999-03-25,2090.0,2090.0,2015.0,2015.0,2015.0,4000.0,81.57
1999-03-26,2000.0,2029.95,1905.15,1909.0,1909.0,6750.0,130.91
1999-03-30,1872.0,1912.0,1825.0,1845.25,1845.25,13350.0,248.84
1999-03-31,1909.9,1978.0,1900.0,1937.5,1937.5,9000.0,174.73
1999-04-01,1938.0,1964.95,1890.0,1944.95,1944.95,5400.0,104.22
1999-04-05,1949.0,1960.0,1910.0,1910.0,1910.0,8850.0,171.91
1999-04-06,1875.0,1924.0,1852.0,1915.05,1915.05,5800.0,109.85
1999-04-07,1921.1,1955.0,1900.0,1900.0,1900.0,3900.0,75.31
1999-04-08,1904.0,1906.0,1850.0,1861.25,1861.25,3400.0,63.74
1999-04-09,1835.0,1840.0,1740.0,1740.05,1740.05,5000.0,89.87
1999-04-12,1625.0,1742.45,1625.0,1703.0,1703.0,2700.0,46.48
1999-04-13,1641.0,1714.0,1641.0,1680.0,1680.0,6350.0,106.93
1999-04-15,1632.0,1650.0,1556.0,1577.85,1577.85,4950.0,79.63
1999-04-16,1599.0,1704.1,1535.0,1704.1,1704.1,12450.0,203.07
1999-04-17,1747.0,1773.0,1567.8,1570.0,1570.0,14000.0,235.46
1999-04-19,1550.0,1615.0,1532.0,1602.0,1602.0,2650.0,42.11
1999-04-20,1605.0,1634.0,1597.0,1617.0,1617.0,5800.0,93.87
1999-04-21,1650.0,1665.0,1641.0,1652.0,1652.0,4050.0,66.9
1999-04-22,1650.0,1681.0,1590.05,1615.0,1615.0,3700.0,60.41
1999-04-23,1630.0,1630.0,1560.0,1580.0,1580.0,2350.0,37.41
1999-04-26,1480.0,1508.0,1457.05,1484.95,1484.95,11500.0,169.41
1999-04-28,1465.0,1603.75,1450.1,1603.75,1603.75,5250.0,79.35
1999-04-29,1635.95,1638.0,1576.0,1638.0,1638.0,7800.0,125.54
1999-04-30,1637.0,1640.0,1601.0,1632.95,1632.95,1700.0,27.75
1999-05-03,1635.0,1635.0,1590.0,1601.5,1601.5,2150.0,34.5
1999-05-04,1610.0,1682.5,1608.2,1682.5,1682.5,3750.0,61.57
1999-05-05,1717.0,1717.0,1650.0,1660.0,1660.0,1850.0,30.89
1999-05-06,1640.0,1655.0,1632.5,1633.55,1633.55,750.0,12.33
1999-05-07,1665.0,1665.0,1630.0,1632.2,1632.2,1950.0,32.01
1999-05-10,1685.0,1762.8,1655.0,1762.8,1762.8,5350.0,92.84
1999-05-11,1795.0,1828.0,1753.0,1800.0,1800.0,5750.0,103.27
1999-05-12,1800.0,1800.0,1688.0,1726.0,1726.0,3150.0,55.09
1999-05-13,1785.0,1795.0,1750.0,1752.0,1752.0,1450.0,25.59
1999-05-14,1745.0,1753.75,1715.0,1715.0,1715.0,2050.0,35.51
1999-05-17,1660.0,1775.0,1660.0,1745.0,1745.0,2600.0,45.3
1999-05-18,1745.0,1775.0,1735.1,1760.0,1760.0,2700.0,47.32
1999-05-19,1740.0,1775.0,1740.0,1751.0,1751.0,650.0,11.43
1999-05-20,1750.0,1750.0,1710.0,1710.0,1710.0,750.0,13.0
1999-05-21,1691.0,1700.0,1675.0,1690.0,1690.0,600.0,10.14
1999-05-24,1690.0,1690.0,1665.0,1665.0,1665.0,450.0,7.54
1999-05-25,1671.2,1689.0,1665.0,1672.75,1672.75,950.0,15.95
1999-05-26,1685.0,1690.0,1640.0,1673.0,1673.0,1700.0,28.38
1999-05-27,1656.0,1700.0,1655.0,1655.0,1655.0,5100.0,85.71
1999-05-28,1600.0,1625.0,1550.05,1576.0,1576.0,1600.0,25.37
1999-05-31,1630.0,1660.0,1630.0,1660.0,1660.0,550.0,9.06
1999-06-01,1640.0,1659.0,1636.0,1650.0,1650.0,950.0,15.63
1999-06-02,1627.0,1644.85,1627.0,1644.0,1644.0,300.0,4.9
1999-06-03,1673.9,1679.9,1670.0,1675.0,1675.0,300.0,5.03
1999-06-04,1688.0,1695.0,1688.0,1690.0,1690.0,500.0,8.45
1999-06-07,1715.0,1825.2,1715.0,1825.2,1825.2,2600.0,46.07
1999-06-08,1831.0,1900.0,1814.0,1866.0,1866.0,2750.0,51.04
1999-06-09,1945.0,1945.0,1856.0,1880.0,1879.95,4250.0,80.57
1999-06-10,1880.0,1890.0,1850.0,1855.0,1859.75,750.0,14.03
1999-06-11,1836.0,1836.0,1810.0,1814.0,1814.5,1750.0,31.9
1999-06-14,1790.0,1794.9,1740.0,1780.0,1777.0,3250.0,57.26
1999-06-15,1770.0,1790.0,1744.5,1760.0,1761.65,2850.0,50.5
1999-06-16,1751.0,1775.0,1731.0,1775.0,1770.35,1500.0,26.41
1999-06-17,1799.0,1817.9,1791.2,1791.2,1791.2,1300.0,23.5
1999-06-18,1786.0,1805.0,1782.1,1795.5,1797.8,1050.0,18.86
1999-06-21,1830.0,1919.0,1820.0,1851.0,1851.0,2850.0,53.36
1999-06-22,1825.1,1874.0,1825.1,1860.0,1856.8,2650.0,49.07
1999-06-23,1850.0,1895.0,1840.0,1895.0,1895.0,2900.0,54.11
1999-06-24,1860.0,1865.0,1857.0,1861.0,1861.0,750.0,13.96
1999-06-25,1841.0,1875.0,1841.0,1860.0,1854.3,1500.0,27.84
1999-06-28,1862.5,2002.65,1862.5,2002.65,2002.6,7350.0,145.74
1999-06-29,2014.0,2014.0,1921.0,1948.0,1942.35,6450.0,126.51
1999-06-30,1950.0,1950.0,1891.0,1908.0,1908.0,4550.0,87.0
1999-07-01,1916.9,1916.9,1870.0,1889.0,1894.15,3850.0,72.72
1999-07-02,1880.0,1918.0,1865.0,1900.0,1904.65,13550.0,254.46
1999-07-05,1925.0,2027.0,1925.0,2000.0,1999.65,4050.0,79.89
1999-07-06,1980.0,2025.0,1978.1,1987.0,2002.15,2600.0,52.06
1999-07-07,2016.0,2045.0,2005.0,2006.0,2007.1,2300.0,46.48
1999-07-08,2015.0,2045.0,2002.5,2030.0,2031.55,3200.0,64.91
1999-07-09,2057.95,2170.0,2050.0,2140.0,2147.0,6000.0,127.61
1999-07-12,2195.0,2318.8,2195.0,2318.8,2318.8,6250.0,143.17
1999-07-13,2504.0,2504.3,2325.0,2350.25,2355.95,4500.0,108.17
1999-07-14,2425.0,2500.0,2372.5,2471.0,2475.5,7800.0,190.32
1999-07-15,2499.0,2499.0,2356.0,2380.0,2370.35,2350.0,56.84
1999-07-16,2401.0,2475.0,2301.0,2471.0,2467.0,4250.0,102.56
1999-07-19,2485.0,2664.4,2480.0,2664.4,2664.4,8250.0,216.89
1999-07-20,2695.0,2700.0,2600.0,2700.0,2659.4,11050.0,293.26
1999-07-21,2751.0,2848.0,2748.0,2815.0,2821.05,11900.0,333.17
1999-07-22,2805.05,2810.0,2700.0,2700.0,2705.65,3350.0,91.87
1999-07-23,2748.9,2840.0,2700.0,2840.0,2773.75,4600.0,126.42
1999-07-26,2855.0,2930.0,2750.0,2850.0,2855.75,10350.0,296.15
1999-07-27,2850.0,2880.0,2800.0,2824.0,2812.15,5350.0,151.31
1999-07-28,2883.0,2884.0,2587.2,2587.2,2587.2,7900.0,217.97
1999-07-29,2380.25,2404.9,2380.25,2380.25,2380.25,2900.0,69.17
1999-07-30,2255.0,2350.0,2230.5,2310.0,2315.75,12750.0,292.52
1999-08-02,2295.9,2325.0,2230.0,2310.0,2316.65,3650.0,83.57
1999-08-03,2280.0,2430.0,2280.0,2380.0,2381.15,8250.0,196.38
1999-08-04,2490.0,2549.0,2482.0,2539.0,2520.75,9700.0,243.4
1999-08-05,2500.0,2523.9,2450.0,2479.0,2477.0,2550.0,63.38
1999-08-06,2450.0,2470.0,2400.0,2420.0,2410.65,5950.0,144.68
1999-08-09,2430.0,2527.0,2428.05,2525.0,2521.0,3500.0,86.79
1999-08-10,2510.0,2679.0,2510.0,2675.0,2669.35,7400.0,192.33
1999-08-11,2580.0,2654.5,2560.0,2625.0,2622.95,13150.0,344.97
1999-08-12,2630.0,2680.0,2625.0,2650.0,2655.25,5500.0,145.7
1999-08-13,2670.0,2694.5,2626.1,2659.95,2642.15,3350.0,88.94
1999-08-16,2677.0,2677.0,2647.15,2650.0,2650.0,2150.0,57.18
1999-08-17,2644.95,2644.95,2620.55,2635.0,2635.05,950.0,25.01
1999-08-18,2620.0,2640.0,2570.0,2600.0,2600.0,4100.0,106.7
1999-08-19,2581.0,2595.0,2500.0,2503.0,2501.85,2950.0,74.9
1999-08-20,2550.0,2550.0,2465.0,2492.0,2501.0,1750.0,43.71
1999-08-23,2527.9,2550.0,2510.0,2540.05,2546.15,2150.0,54.54
1999-08-24,2559.0,2560.0,2495.0,2510.0,2510.0,2800.0,70.44
1999-08-25,2548.0,2549.0,2425.0,2475.0,2450.0,3100.0,77.44
1999-08-26,2486.0,2498.0,2479.9,2482.1,2488.7,1050.0,26.09
1999-08-27,2520.0,2520.0,2480.0,2480.0,2480.0,1350.0,33.65
1999-08-30,2476.0,2495.0,2456.0,2470.0,2472.45,2850.0,70.58
1999-08-31,2445.0,2449.0,2360.1,2360.1,2389.55,6850.0,165.49
1999-09-01,2420.0,2474.0,2385.0,2409.75,2402.9,2050.0,49.53
1999-09-02,2342.05,2400.0,2340.0,2355.0,2359.0,1150.0,27.27
1999-09-03,2350.0,2407.45,2350.0,2393.0,2390.0,2250.0,53.61
1999-09-06,2375.0,2432.0,2375.0,2411.0,2415.45,7100.0,170.49
1999-09-07,2448.5,2608.7,2420.0,2526.0,2563.85,11150.0,279.86
1999-09-08,2590.0,2635.0,2520.0,2535.0,2533.3,9600.0,244.89
1999-09-09,2540.5,2550.0,2520.0,2520.0,2526.5,1550.0,39.3
1999-09-10,2501.0,2518.0,2430.0,2470.0,2476.6,2200.0,54.28
