Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2017-01-02,799.0,809.8,780.1,802.95,805.3,14651.0,117.28
2017-01-03,792.2,812.0,792.2,807.2,810.15,11705.0,94.54
2017-01-04,811.3,813.5,805.05,810.0,807.75,13327.0,107.97
2017-01-05,812.5,815.0,805.0,808.0,809.85,20554.0,166.45
2017-01-06,804.5,812.95,801.05,803.1,804.0,46621.0,376.04
2017-01-09,808.5,819.95,802.0,819.95,818.05,10809.0,88.04
2017-01-10,814.25,819.4,800.35,803.8,804.5,15368.0,123.99
2017-01-11,804.5,812.0,800.05,806.0,804.45,8370.0,67.3
2017-01-12,809.1,811.85,802.0,806.0,805.5,6951.0,56.08
2017-01-13,803.0,815.0,803.0,815.0,811.1,10413.0,84.25
2017-01-16,805.0,819.9,803.0,816.0,816.8,9245.0,75.05
2017-01-17,817.0,819.9,806.0,806.3,814.8,9263.0,75.23
2017-01-18,814.9,834.9,806.55,820.35,824.1,11203.0,91.77
2017-01-19,827.5,839.95,815.0,833.0,827.75,14302.0,118.06
2017-01-20,830.05,849.0,825.5,842.6,839.35,19083.0,159.29
2017-01-23,813.0,844.95,813.0,839.0,838.8,29138.0,241.0
2017-01-24,838.0,840.05,825.05,836.0,836.4,21592.0,180.07
2017-01-25,826.0,849.95,826.0,842.5,847.4,41946.0,352.68
2017-01-27,842.5,844.95,827.5,832.0,834.5,18886.0,157.84
2017-01-30,834.95,872.5,828.0,862.0,845.85,40526.0,342.27
2017-01-31,850.1,854.75,825.0,825.0,837.7,32861.0,275.19
2017-02-01,830.05,845.0,815.05,835.05,837.05,40962.0,341.13
2017-02-02,837.0,845.85,828.1,831.0,840.55,31098.0,260.75
2017-02-03,836.0,839.8,814.3,814.3,821.5,29530.0,243.03
2017-02-06,817.0,824.9,814.3,815.0,818.15,21670.0,177.43
2017-02-07,816.05,818.3,795.1,798.9,798.85,24269.0,195.28
2017-02-08,799.05,800.0,795.7,797.05,797.45,15466.0,123.42
2017-02-09,804.95,804.95,792.0,797.9,799.3,13599.0,108.64
2017-02-10,804.95,804.95,790.0,798.2,799.25,11890.0,94.87
2017-02-13,806.6,806.6,790.0,790.05,791.45,8410.0,66.77
2017-02-14,794.95,798.9,790.0,790.0,792.25,11724.0,93.02
2017-02-15,793.0,793.95,780.05,784.0,785.2,24886.0,196.23
2017-02-16,781.5,800.0,781.5,788.55,789.7,20258.0,160.23
2017-02-17,798.0,798.0,786.0,787.95,787.15,7586.0,59.82
2017-02-20,787.0,792.5,781.0,781.15,783.65,12479.0,97.94
2017-02-21,787.9,788.0,775.05,779.8,779.05,14003.0,109.57
2017-02-22,787.95,789.0,777.0,779.7,779.45,13700.0,106.93
2017-02-23,784.95,784.95,775.0,777.5,777.6,26613.0,207.41
2017-02-27,779.85,789.55,773.1,775.9,775.4,65949.0,513.26
2017-02-28,776.0,779.9,770.2,773.1,773.5,10098.0,78.24
2017-03-01,773.75,779.8,770.5,775.0,774.25,13693.0,105.98
2017-03-02,774.5,777.9,770.05,773.45,773.7,11727.0,90.62
2017-03-03,775.0,775.0,761.95,766.0,764.8,106959.0,818.13
2017-03-06,774.95,779.95,766.0,767.0,771.2,49539.0,383.13
2017-03-07,768.2,777.0,768.2,774.0,774.5,45808.0,354.8
2017-03-08,779.0,782.9,759.0,760.0,761.65,198453.0,1539.48
2017-03-09,762.0,769.95,761.65,765.15,766.7,10338.0,79.18
2017-03-10,768.15,773.05,765.05,767.4,768.1,6751.0,51.85
2017-03-14,769.95,774.95,765.05,772.8,769.8,27368.0,210.72
2017-03-15,768.55,786.5,767.0,783.0,784.6,38460.0,299.82
2017-03-16,782.8,788.6,780.05,784.9,785.4,20848.0,163.69
2017-03-17,788.5,788.5,770.1,775.0,775.15,14575.0,113.39
2017-03-20,765.05,785.0,765.05,779.1,779.95,32183.0,250.52
2017-03-21,779.05,782.9,775.05,775.05,777.9,20678.0,161.15
2017-03-22,775.05,784.9,775.05,784.0,781.75,13407.0,104.59
2017-03-23,780.0,786.0,778.9,781.0,782.3,20006.0,156.75
2017-03-24,781.1,784.25,775.35,781.0,779.35,109761.0,858.94
2017-03-27,780.0,780.5,770.0,775.4,773.2,16456.0,127.44
2017-03-28,777.15,777.15,766.55,770.0,771.5,15761.0,121.3
2017-03-29,771.45,774.45,760.05,761.5,762.15,370203.0,2844.99
2017-03-30,761.0,768.65,761.0,765.0,767.3,15799.0,121.08
2017-03-31,762.5,787.0,762.0,781.0,778.6,42947.0,334.63
2017-04-03,779.95,787.95,779.1,785.0,785.3,65052.0,509.6
2017-04-05,785.05,804.0,782.0,792.0,792.55,24832.0,197.35
2017-04-06,795.0,802.4,790.05,795.0,793.75,49628.0,395.08
2017-04-07,790.05,797.95,790.05,795.0,794.5,24474.0,194.53
2017-04-10,794.4,795.45,790.05,792.0,791.25,22722.0,180.17
2017-04-11,794.95,794.95,785.05,785.55,789.65,22412.0,176.84
2017-04-12,790.7,791.15,773.0,776.4,775.85,18092.0,141.32
2017-04-13,778.15,790.0,772.0,777.0,778.15,17160.0,134.19
2017-04-17,779.4,782.2,761.65,765.95,765.75,15590.0,119.76
2017-04-18,769.95,769.95,750.2,758.5,757.75,24342.0,185.44
2017-04-19,759.95,759.95,745.0,747.0,747.25,22684.0,170.43
2017-04-20,749.95,751.5,739.1,740.0,740.7,44865.0,335.24
2017-04-21,751.0,751.0,729.0,734.95,735.9,63482.0,465.67
2017-04-24,739.0,742.75,732.3,733.0,736.45,19622.0,145.17
2017-04-25,738.0,739.95,734.6,739.4,737.85,107996.0,796.66
2017-04-26,742.95,747.0,738.05,746.45,745.05,17303.0,128.63
2017-04-27,747.0,758.8,740.05,756.0,756.4,15859.0,119.41
2017-04-28,760.0,777.85,755.0,765.95,768.25,25344.0,193.63
2017-05-02,769.0,776.1,764.7,771.5,771.75,16768.0,129.13
2017-05-03,780.0,787.0,775.1,784.0,784.2,42473.0,332.03
2017-05-04,775.15,795.7,770.0,779.0,780.55,141062.0,1106.94
2017-05-05,775.55,789.95,769.0,773.0,771.35,46935.0,364.97
2017-05-08,773.0,776.95,763.0,765.05,771.55,11253.0,86.63
2017-05-09,766.75,770.9,755.0,758.8,759.5,12584.0,95.85
2017-05-10,761.05,762.0,750.4,752.0,754.65,300853.0,2277.46
2017-05-11,750.9,764.95,750.0,764.95,759.8,46322.0,349.12
2017-05-12,756.2,766.5,755.0,764.95,759.8,10695.0,81.36
2017-05-15,769.95,772.0,760.05,765.0,766.55,11865.0,90.93
2017-05-16,763.05,771.0,763.05,768.35,768.75,7209.0,55.34
2017-05-17,768.75,768.75,760.0,765.25,763.95,66684.0,509.94
2017-05-18,764.6,764.85,760.0,764.0,762.2,8635.0,65.82
2017-05-19,760.0,764.95,755.05,755.1,757.05,43975.0,334.97
2017-05-22,755.5,759.05,745.05,748.55,747.85,12414.0,93.16
2017-05-23,754.85,754.85,732.45,735.0,735.3,17089.0,126.27
2017-05-24,739.95,740.95,732.2,732.35,736.7,9931.0,73.18
2017-05-25,737.0,740.95,732.05,736.15,737.55,10622.0,78.35
2017-05-26,744.7,754.95,737.55,746.0,748.5,37289.0,278.01
2017-05-29,746.0,747.85,731.05,733.05,734.35,11083.0,81.74
2017-05-30,736.0,745.0,734.5,735.05,736.1,8466.0,62.45
2017-05-31,739.9,739.9,732.0,735.0,736.1,11583.0,85.26
2017-06-01,735.0,739.95,733.05,735.0,737.0,29318.0,216.02
2017-06-02,735.25,739.95,733.55,735.1,736.7,29412.0,216.71
2017-06-05,777.0,777.0,735.05,735.85,739.15,12756.0,94.79
2017-06-06,739.95,739.95,734.0,734.0,735.95,12419.0,91.41
2017-06-07,735.1,739.95,733.05,735.0,735.35,7746.0,56.99
2017-06-08,730.0,739.95,730.0,734.2,736.05,14658.0,107.79
2017-06-09,739.95,739.95,730.15,732.5,732.8,9661.0,70.82
2017-06-12,738.95,738.95,730.0,731.0,731.9,41054.0,301.47
2017-06-13,731.0,737.0,729.0,730.05,730.1,31240.0,228.42
2017-06-14,731.95,737.0,729.05,729.2,730.4,10077.0,73.71
2017-06-15,730.0,735.0,729.25,732.0,731.75,15689.0,114.7
2017-06-16,729.45,735.5,729.45,730.0,730.8,18163.0,133.05
2017-06-19,735.0,736.0,730.0,732.0,732.45,18469.0,135.3
2017-06-20,732.55,734.9,730.05,733.0,732.65,13430.0,98.42
2017-06-21,732.7,735.0,730.05,732.0,732.65,7990.0,58.53
2017-06-22,734.8,734.95,729.7,731.5,731.6,12988.0,95.12
2017-06-23,731.6,734.95,724.0,729.95,726.1,12931.0,94.2
2017-06-27,735.0,735.0,720.0,720.7,721.65,15895.0,115.68
2017-06-28,721.1,724.9,715.15,721.0,718.75,17534.0,126.29
2017-06-29,734.0,734.0,717.0,720.0,718.65,11635.0,83.84
2017-06-30,724.9,724.9,712.25,717.0,717.05,13714.0,98.33
2017-07-03,718.0,726.9,716.05,720.0,719.85,24038.0,173.75
2017-07-04,724.75,730.0,719.05,728.55,728.2,112260.0,818.02
2017-07-05,723.0,767.0,723.0,760.05,761.7,185847.0,1377.83
2017-07-06,755.0,762.0,752.05,755.3,756.45,101152.0,768.6
2017-07-07,754.85,774.75,752.0,769.0,768.4,23749.0,182.46
2017-07-10,760.1,770.0,760.0,761.0,760.75,5581.0,42.51
2017-07-11,761.6,776.9,761.05,768.1,767.0,16487.0,126.93
2017-07-12,775.0,775.0,759.0,760.05,760.4,26168.0,199.36
2017-07-13,760.5,771.9,760.5,769.0,768.25,11751.0,90.27
2017-07-14,766.15,769.95,755.05,759.95,761.6,9608.0,73.27
2017-07-17,755.1,771.0,755.1,765.05,766.15,11976.0,91.73
2017-07-18,765.05,769.9,755.0,756.25,760.7,15976.0,121.79
2017-07-19,764.4,764.95,755.0,763.0,759.7,9110.0,69.34
2017-07-20,759.7,762.7,756.0,760.35,760.25,8862.0,67.28
2017-07-21,759.0,777.7,755.0,770.0,770.45,16087.0,122.7
2017-07-24,770.05,778.7,765.0,778.7,772.9,18887.0,145.62
2017-07-25,771.0,781.2,770.85,775.05,776.75,44474.0,344.89
2017-07-26,779.0,779.0,760.05,760.05,761.6,17373.0,133.42
2017-07-27,761.6,767.0,755.05,756.0,759.05,12259.0,93.17
2017-07-28,755.0,769.0,755.0,767.4,766.0,9204.0,70.25
2017-07-31,765.0,769.9,756.0,760.05,761.15,8898.0,67.65
2017-08-01,764.95,764.95,755.0,755.05,758.85,16505.0,125.29
2017-08-02,758.0,759.3,745.0,745.0,747.6,9195.0,69.22
2017-08-03,748.0,750.0,740.0,740.0,742.35,7527.0,56.2
2017-08-04,744.95,759.95,740.1,750.3,750.85,7050.0,52.91
2017-08-07,754.9,763.0,750.0,758.1,758.55,8591.0,64.95
2017-08-08,755.05,762.05,740.0,740.2,742.95,14561.0,108.83
2017-08-09,740.0,741.2,734.05,734.05,735.25,10156.0,74.92
2017-08-10,736.0,746.4,733.05,740.05,740.35,19359.0,143.38
2017-08-11,739.85,740.3,729.0,732.25,731.65,46470.0,341.13
2017-08-14,731.7,739.9,725.05,734.45,732.05,21762.0,159.09
2017-08-16,734.95,744.65,730.1,731.0,732.75,11014.0,81.07
2017-08-17,733.0,737.9,730.0,732.0,733.15,9221.0,67.57
2017-08-18,732.0,745.0,727.0,740.0,740.5,19586.0,144.59
2017-08-21,740.55,749.9,740.0,745.0,745.2,26169.0,194.78
2017-08-22,745.0,752.7,734.0,740.05,745.0,13098.0,97.16
2017-08-23,741.25,756.5,740.25,750.05,752.95,20342.0,152.79
2017-08-24,750.05,762.0,748.9,755.05,757.65,15500.0,117.06
2017-08-28,755.05,765.6,752.0,758.0,757.25,11913.0,90.56
2017-08-29,754.0,769.95,752.0,760.2,763.7,11353.0,86.31
2017-08-30,760.05,771.0,760.05,766.1,766.65,7712.0,59.09
2017-08-31,765.05,773.9,765.05,767.0,768.95,9781.0,75.18
2017-09-01,773.8,779.0,768.0,773.5,776.35,11772.0,91.09
2017-09-04,774.8,791.0,774.8,784.95,784.85,29189.0,228.68
2017-09-05,789.8,789.95,780.8,787.0,788.65,27145.0,213.19
2017-09-06,788.0,795.0,783.9,790.95,790.4,42251.0,332.75
2017-09-07,788.15,793.1,780.0,780.0,780.4,18318.0,144.46
2017-09-08,780.0,804.95,769.6,803.0,794.05,16105.0,126.18
2017-09-11,805.0,805.0,771.05,782.0,784.15,43073.0,338.37
2017-09-12,782.85,794.7,780.0,781.0,780.15,9823.0,76.93
2017-09-13,776.0,785.0,776.0,784.95,781.85,10842.0,84.72
2017-09-14,778.0,785.0,778.0,784.3,783.2,9444.0,73.9
2017-09-15,783.2,784.95,776.0,776.0,779.85,18722.0,146.18
2017-09-18,778.0,791.0,770.05,781.0,782.5,13884.0,108.51
2017-09-19,782.0,799.95,782.0,789.95,788.4,23126.0,182.93
2017-09-20,788.0,788.0,775.05,780.0,779.75,8454.0,66.01
2017-09-21,775.05,784.0,775.0,782.0,780.2,8080.0,63.02
2017-09-22,781.1,783.0,771.0,776.0,776.2,20856.0,162.14
2017-09-25,771.7,780.0,771.7,777.0,778.15,51445.0,399.16
2017-09-26,774.1,780.05,769.0,769.0,770.9,17769.0,138.02
2017-09-27,771.7,780.0,767.0,767.0,771.75,17169.0,133.25
2017-09-28,772.05,780.0,769.95,770.0,773.55,16055.0,124.54
2017-09-29,766.0,785.0,766.0,782.15,781.95,17770.0,138.91
2017-10-03,789.95,789.95,768.0,769.6,769.9,11028.0,85.88
2017-10-04,769.0,789.95,765.55,784.0,786.9,11668.0,91.11
2017-10-05,780.05,802.8,780.05,792.0,793.05,24503.0,194.94
2017-10-06,790.05,800.0,781.0,782.0,786.75,12090.0,95.69
2017-10-09,786.75,790.35,780.0,780.55,781.9,10487.0,82.18
2017-10-10,789.9,801.0,781.9,794.85,792.05,16066.0,127.28
2017-10-11,780.55,794.95,780.05,786.0,784.9,13986.0,110.21
2017-10-12,780.25,789.8,780.25,783.6,784.8,7381.0,57.9
2017-10-13,784.0,795.45,780.05,787.0,790.25,11594.0,91.38
2017-10-16,788.9,794.95,786.05,792.0,792.45,7314.0,57.87
2017-10-17,781.15,795.0,781.15,782.5,785.9,8278.0,65.46
2017-10-18,789.95,797.8,785.05,795.0,791.8,9461.0,74.78
2017-10-19,790.2,798.0,786.0,793.0,791.35,2334.0,18.52
2017-10-23,794.0,796.35,790.0,793.05,792.7,10335.0,82.0
2017-10-24,793.0,810.85,792.95,806.0,809.5,31478.0,253.44
2017-10-25,806.0,822.35,805.0,819.0,817.45,24720.0,201.94
2017-10-26,816.0,822.55,811.55,817.0,819.1,13876.0,113.38
2017-10-27,820.0,829.55,812.0,823.15,825.4,15333.0,126.09
2017-10-30,820.0,826.3,813.8,815.05,818.55,22279.0,182.56
2017-10-31,811.2,847.0,811.15,829.0,833.0,32308.0,268.13
2017-11-01,829.0,839.95,826.0,827.0,831.25,17711.0,147.38
2017-11-02,826.1,839.95,821.0,829.0,827.05,11137.0,92.34
2017-11-03,821.05,877.85,821.05,848.0,851.8,68126.0,582.06
2017-11-06,852.0,870.0,848.0,860.95,863.6,29690.0,255.8
2017-11-07,860.05,860.65,812.2,818.0,820.15,23645.0,197.41
2017-11-08,834.95,882.0,831.15,876.1,876.65,135325.0,1176.66
2017-11-09,876.2,910.0,875.0,900.0,904.0,113084.0,1017.28
2017-11-10,891.0,950.0,891.0,919.05,917.1,111377.0,1033.14
2017-11-13,925.0,930.0,900.0,925.0,925.9,49466.0,455.35
2017-11-14,901.05,945.0,901.05,940.9,940.15,71477.0,670.84
2017-11-15,944.9,944.9,920.25,940.0,939.65,62204.0,582.2
2017-11-16,935.0,945.8,928.0,945.0,943.75,32626.0,306.7
2017-11-17,940.05,947.95,920.0,920.0,924.0,13675.0,127.19
2017-11-20,918.5,941.0,918.5,941.0,937.0,29036.0,271.24
2017-11-21,926.05,939.2,915.0,915.55,917.25,18200.0,168.11
2017-11-22,916.05,928.65,890.0,911.0,912.7,24515.0,223.37
2017-11-23,921.95,924.75,901.2,923.45,913.45,28581.0,261.71
2017-11-24,913.05,940.9,907.0,937.0,936.15,34837.0,322.2
2017-11-27,936.15,944.0,923.05,940.0,940.8,22647.0,212.25
2017-11-28,921.05,999.0,921.05,955.0,966.9,57474.0,555.41
2017-11-29,964.4,1005.0,955.0,1000.0,994.05,50870.0,499.69
2017-11-30,991.8,1036.2,987.65,1020.0,1022.35,84230.0,854.87
2017-12-01,1025.0,1119.0,1025.0,1110.0,1104.05,205879.0,2245.93
2017-12-04,1111.0,1128.0,1060.0,1104.0,1105.2,74766.0,823.83
2017-12-05,1103.0,1122.65,1055.0,1095.0,1096.15,43721.0,476.84
2017-12-06,1071.55,1104.95,1036.1,1042.0,1052.6,26499.0,284.43
2017-12-07,1052.0,1068.0,1023.5,1030.7,1037.25,34977.0,365.51
2017-12-08,1047.0,1051.9,1002.0,1002.0,1010.95,68012.0,695.96
2017-12-11,1020.0,1021.0,991.1,995.0,995.35,23569.0,235.89
2017-12-12,993.3,1012.75,985.0,989.5,1002.05,27266.0,273.01
2017-12-13,1001.8,1038.5,990.0,995.5,995.05,48833.0,493.95
2017-12-14,1018.7,1018.7,980.0,991.0,996.9,38088.0,378.43
2017-12-15,997.0,1005.0,990.0,991.0,994.45,16534.0,164.83
2017-12-18,991.0,1016.0,965.0,1008.0,1010.05,37184.0,373.85
2017-12-19,1010.05,1016.0,996.05,1010.0,1010.1,29455.0,296.6
2017-12-20,1009.85,1015.0,1002.95,1010.0,1011.0,101527.0,1022.38
2017-12-21,1019.9,1019.9,1004.1,1010.0,1010.2,34373.0,347.28
2017-12-22,1004.05,1014.85,977.0,983.2,985.3,37563.0,372.29
2017-12-26,974.2,995.0,970.1,971.25,973.6,22028.0,215.94
2017-12-27,994.95,998.0,980.0,996.0,994.55,31464.0,311.76
2017-12-28,975.0,1032.3,975.0,1028.0,1024.0,41741.0,421.41
2017-12-29,1028.0,1033.6,1011.6,1022.9,1028.25,12813.0,131.21
2018-01-01,1016.0,1090.05,1016.0,1081.0,1073.45,34607.0,366.53
2018-01-02,1081.0,1146.0,1057.05,1103.0,1105.55,98515.0,1099.4
2018-01-03,1117.2,1153.0,1086.0,1139.75,1137.75,39455.0,443.81
2018-01-04,1123.0,1154.7,1123.0,1133.0,1137.9,27738.0,317.34
2018-01-05,1118.0,1148.95,1117.4,1125.0,1128.25,14925.0,168.64
2018-01-08,1128.0,1136.9,1105.0,1107.0,1111.35,16613.0,185.3
2018-01-09,1111.5,1126.25,1070.15,1080.9,1082.65,20127.0,219.55
2018-01-10,1080.0,1098.95,1055.0,1080.0,1075.3,27717.0,299.52
2018-01-11,1067.75,1092.4,1050.0,1050.0,1054.9,16048.0,170.44
2018-01-12,1069.0,1069.0,1037.0,1038.0,1043.8,14647.0,154.31
2018-01-15,1057.95,1057.95,1035.5,1044.0,1043.05,18617.0,194.63
2018-01-16,1044.0,1070.0,995.0,1002.15,1011.65,65307.0,680.76
2018-01-17,1012.2,1015.05,990.0,999.0,997.4,28266.0,282.07
2018-01-18,1026.25,1037.0,976.0,982.85,983.85,57109.0,568.68
2018-01-19,999.6,1003.15,980.25,999.9,996.8,18697.0,185.31
2018-01-22,996.0,1035.0,980.0,1022.25,1027.25,34561.0,350.43
2018-01-23,1040.0,1054.0,988.0,1022.0,1009.95,47301.0,487.3
2018-01-24,1066.9,1211.9,1060.0,1211.9,1211.9,776956.0,9214.47
2018-01-25,1245.0,1425.8,1175.25,1332.0,1340.15,615266.0,8129.79
2018-01-29,1329.0,1372.0,1303.25,1320.0,1328.8,170404.0,2281.38
2018-01-30,1312.0,1359.8,1263.9,1274.0,1276.3,111395.0,1449.7
2018-01-31,1279.0,1289.0,1201.0,1215.0,1209.4,77960.0,965.62
2018-02-01,1229.0,1329.0,1216.75,1311.0,1311.8,213461.0,2752.29
2018-02-02,1289.9,1340.0,1258.8,1304.0,1300.85,182966.0,2370.0
2018-02-05,1260.0,1339.0,1203.25,1323.95,1298.25,150618.0,1940.35
2018-02-06,1222.0,1275.0,1211.0,1233.0,1239.6,53435.0,666.2
2018-02-07,1270.0,1342.0,1250.0,1330.0,1324.35,110746.0,1449.54
2018-02-08,1330.5,1409.95,1307.0,1325.0,1322.55,150680.0,2048.45
2018-02-09,1300.0,1329.0,1280.0,1301.5,1312.45,105534.0,1380.36
2018-02-12,1334.0,1542.0,1324.85,1458.05,1479.7,404410.0,5908.29
2018-02-14,1480.0,1498.0,1425.0,1452.6,1460.25,175103.0,2565.52
2018-02-15,1475.0,1545.0,1432.3,1445.0,1452.95,185383.0,2754.34
2018-02-16,1489.0,1489.0,1385.45,1395.0,1395.7,95518.0,1354.91
2018-02-19,1400.0,1418.0,1301.0,1325.1,1322.9,163887.0,2179.74
2018-02-20,1325.0,1366.95,1255.0,1270.0,1263.2,158951.0,2060.17
2018-02-21,1289.9,1379.0,1289.0,1364.0,1367.45,348561.0,4712.75
2018-02-22,1351.1,1369.3,1335.5,1357.9,1356.2,126039.0,1710.33
2018-02-23,1357.9,1417.0,1357.9,1388.15,1401.5,111530.0,1548.03
2018-02-26,1401.0,1424.0,1380.0,1400.0,1412.45,82374.0,1155.51
2018-02-27,1409.95,1420.0,1375.05,1381.1,1390.2,40576.0,565.54
2018-02-28,1390.1,1405.0,1352.25,1380.0,1393.7,60226.0,833.05
2018-03-01,1398.0,1435.0,1385.0,1390.0,1411.65,146006.0,2071.05
2018-03-05,1383.55,1408.0,1330.0,1338.7,1338.65,90999.0,1235.08
2018-03-06,1360.0,1384.0,1303.0,1311.0,1308.5,71785.0,961.09
2018-03-07,1311.0,1323.7,1285.85,1303.0,1299.05,48333.0,629.96
2018-03-08,1305.0,1328.7,1275.6,1281.0,1286.5,66698.0,865.54
2018-03-09,1298.0,1314.2,1251.0,1258.0,1256.5,67715.0,865.17
2018-03-12,1278.0,1295.0,1264.95,1290.0,1288.6,41267.0,529.36
2018-03-13,1294.9,1314.0,1273.0,1295.0,1288.55,57971.0,750.45
2018-03-14,1294.0,1294.0,1245.1,1249.1,1253.05,35251.0,445.91
2018-03-15,1264.95,1264.95,1216.0,1222.0,1227.0,92962.0,1149.42
2018-03-16,1230.0,1247.0,1201.1,1212.0,1209.05,41028.0,502.0
2018-03-19,1244.95,1245.0,1156.0,1164.5,1167.0,55266.0,651.19
2018-03-20,1166.95,1184.0,1151.7,1159.0,1160.65,50790.0,591.5
2018-03-21,1170.0,1210.0,1161.15,1198.0,1198.65,75497.0,900.16
2018-03-22,1201.45,1219.0,1176.0,1180.1,1185.3,32372.0,386.28
2018-03-23,1190.0,1224.8,1180.0,1217.0,1216.1,191083.0,2295.59
2018-03-26,1218.0,1255.0,1201.7,1233.0,1240.7,165174.0,2021.29
2018-03-27,1255.0,1274.0,1230.0,1235.0,1242.65,172956.0,2157.59
