,Announcement_Date,PURPOSE,SPLIT_DATE_BSE,SPLIT_DATE_NSE,FROM,TO
0,ANNOUNCEMENT DATE,PURPOSE,SPLIT DATE - BSE,SPLIT DATE - NSE,FROM,TO
