,Announcement_Date,Effective_Date,Dividend_Type,Dividend,Remarks
0,26-05-2012,20-09-2012,Final,100.00,Rs.5.0000 per share(100%)Final Dividend
1,27-05-2011,22-09-2011,Final,80.00,-
2,24-05-2010,21-09-2010,Final,60.00,-
3,25-06-2009,14-09-2009,Final,30.00,-
4,16-05-2008,18-06-2008,Final,30.00,AGM
