,Announcement_Date,PURPOSE,REMARKS
351,01-04-2015,Others,The Exchange had sought clarification from Infosys Ltd with respect to n...
352,30-03-2015,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
353,13-03-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
354,10-03-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
355,03-03-2015,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
356,02-03-2015,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
357,18-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
358,16-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
359,11-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
360,09-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
361,04-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
362,02-02-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
363,20-01-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
364,15-01-2015,Others,Infosys Ltd has informed BSE that the members of the Company will  consi...
365,14-01-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
366,12-01-2015,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
367,09-01-2015,Others,Infosys  Ltd  has  informed  BSE  that  the  Company  announced  that   ...
368,31-12-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
369,16-12-2014,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
370,04-12-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
371,01-12-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
372,21-11-2014,Others,Infosys  Ltd has informed BSE that the Members of the Company  through  ...
373,20-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
374,19-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
375,18-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
376,17-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
377,13-11-2014,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
378,11-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
379,07-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
380,05-11-2014,Others,Infosys  Ltd has informed BSE regarding a Press Relase dated  November  ...
381,03-11-2014,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
382,29-10-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
383,28-10-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
384,27-10-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
385,20-10-2014,Others,The Exchange has sought clarification from Infosys Ltd with respect to n...
386,17-10-2014,Others,Infosys  Ltd has informed BSE that the members of the Company  have  pas...
387,16-10-2014,Others,Infosys  Ltd  has  informed BSE that: The Postal  Ballot  Notice  (seeki...
388,10-10-2014,Others,Infosys  Ltd has informed BSE regarding : 1.  IFRS  USD Press  Release  ...
389,07-10-2014,Others,Transaction Reconciliation ProcessInfosys  Ltd has informed BSE regardin...
390,01-10-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
391,30-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
392,19-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
393,16-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
394,10-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
395,04-09-2014,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
396,28-08-2014,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
397,22-08-2014,Others,Infosys   Ltd  has  informed  BSE  that  the  Management  Development   ...
398,07-08-2014,Others,Customer-Centric Global Banking SolutionsInfosys  Ltd  has informed BSE ...
399,31-07-2014,Others,Infosys  Ltd. has informed BSE regarding the details of Voting  results ...
400,22-07-2014,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  July  ...
401,18-07-2014,Others,Infosys  Ltd  has  submitted to BSE a copy of  the  notice  issued  towa...
402,02-07-2014,Others,Infosys Ltd has informed BSE that the Extra Ordinary General Meeting  (E...
403,01-07-2014,Others,Infosys Ltd has informed BSE that the meeting of the Board of Directors ...
404,23-06-2014,Others,"Infosys Ltd has Informed BSE regarding a Press Release dated June 23,  2..."
405,19-06-2014,Others,Infosys  Ltd  has  submitted to BSE a copy of Form 6-K  on  Appointment ...
406,16-06-2014,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
407,12-06-2014,Others,The Exchange had sought clarification from Infosys Ltd with respect to  ...
408,02-06-2014,Others,Infosys  Ltd  has  submitted  to  BSE a  copy  of  media  statement  tit...
409,29-05-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 29,  20..."
410,28-05-2014,Others,"Infosys  Ltd has informed BSE that B. G. Srinivas, President and Member ..."
411,15-05-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 15,  20..."
412,12-05-2014,Others,Infosys  Ltd  has  submitted  to BSE a copy of  Form  20F  filed  with  ...
413,09-05-2014,Others,Infosys  Ltd has informed BSE that the final dividend of Rs. 43 per  equ...
414,28-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
415,23-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
416,21-04-2014,Others,"Infosys Ltd has submitted to BSE a copy of Form 6-K,  being filed with  ..."
417,15-04-2014,Others,"Infosys Ltd has informed BSE regarding Fact Sheet, IFRS - INR Press Rele..."
418,11-04-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated April 11, 2..."
419,10-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
420,09-04-2014,Others,"Infosys  Ltd  has informed BSE regarding a Press Release dated April 09,..."
421,04-04-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
422,01-04-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated April 01, 2..."
423,28-03-2014,Others,"Infosys  Ltd  has submitted to BSE a copy of Form  6-K,   naming  Execut..."
424,27-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
425,26-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
426,25-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
427,20-03-2014,Others,"Infosys  Ltd  has informed BSE that Mr. Chandra Shekar Kakal,  Senior  V..."
428,18-03-2014,Others,"Infosys Ltd has informed BSE regarding a Press Release dated March 17, 2..."
429,12-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
430,03-03-2014,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
431,28-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
432,24-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
433,20-02-2014,Others,Infosys Ltd has informed BSE regarding a Media Statement dated February ...
434,13-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
435,12-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
436,06-02-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
437,28-01-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
438,27-01-2014,Others,Infosys Ltd has submitted to BSE regarding Abstract of terms of appointm...
439,10-01-2014,Others,"Infosys  Ltd  has  informed BSE regarding Fact Sheet,   IFRS  -  INR  Pr..."
440,03-01-2014,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
441,20-12-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
442,19-12-2013,Others,"Infosys Ltd has informed BSE that Mr. Subrahmanyam  (Subu) Goparaju, Mem..."
443,21-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
444,18-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
445,13-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
446,12-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
447,08-11-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
448,30-10-2013,Others,Infosys  Ltd has informed BSE regarding a Press Statement  titled  Infos...
449,24-10-2013,Others,Infosys  Ltd has submitted to BSE a copy of the Form 6-K on Appointment ...
450,03-10-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
451,18-09-2013,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
452,13-09-2013,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
453,12-09-2013,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
454,28-08-2013,Others,"Infosys  Ltd has informed BSE that Mr.  Ashok Vemuri, Member of  the  Bo..."
455,19-08-2013,Others,Infosys Ltd has informed BSE about the Form 6-K on Appointment of Execut...
456,14-08-2013,Others,Infosys  Ltd  has Informed BSE regarding a Press Release dated  August  ...
457,07-08-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
458,05-08-2013,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
459,26-07-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 26, 20..."
460,25-07-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 25, 20..."
461,09-07-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 09,  2..."
462,08-07-2013,Others,Infosys  Ltd has informed BSE that the 32nd Annual General  Meeting   (A...
463,25-06-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 25, 20..."
464,24-06-2013,Others,Infosys  Ltd has informed BSE that a meeting of the Board of  Directors ...
465,21-06-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 20,  2..."
466,17-06-2013,Others,Infosys Ltd has informed BSE regarding the details of Voting results at ...
467,14-06-2013,Others,"infosys Ltd has informed BSE regarding a Press Release dated June 13, 20..."
468,13-06-2013,Others,"Infosys  Ltd has informed BSE that on June 13, 2013 the  Company  announ..."
469,05-06-2013,Others,Infosys Ltd has submitted to BSE a copy of the Notice to Members  (u/s  ...
470,03-06-2013,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  June  ...
471,29-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 29,  20..."
472,20-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 20,  20..."
473,17-05-2013,Others,Infosys Ltd has informed BSE that the 32nd Annual General Meeting (AGM) ...
474,15-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 15,  20..."
475,07-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 07,  20..."
476,06-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 06,  20..."
477,02-05-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 02,   2..."
478,29-04-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
479,16-04-2013,Others,Infosys  Ltd has submitted to BSE a copy of Press Release dated  April  ...
480,12-04-2013,Others,Infosys  Ltd  has  informed  BSE that Mr.   Leo  Puri  has  been  appoin...
481,02-04-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
482,28-03-2013,Others,Infosys  Ltd has submitted to BSE a copy of Press Release dated  March  ...
483,26-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
484,15-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
485,14-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
486,12-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
487,07-03-2013,Others,"Infosys Ltd has informed BSE regarding a Press Release dated March 07, 2..."
488,04-03-2013,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
489,25-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
490,20-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
491,19-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
492,18-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
493,15-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
494,14-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
495,13-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
496,12-02-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
497,31-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
498,28-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
499,25-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
500,23-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
501,15-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
502,07-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
503,03-01-2013,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  January  ...
504,18-12-2012,Others,"Infosys  Ltd has informed BSE that on December 18,  2012,  the Company  ..."
505,14-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
506,13-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
507,07-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
508,05-12-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated December  ...
509,30-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
510,19-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
511,15-11-2012,Others,"Infosys  Ltd  has informed BSE regarding a Press Release  titled  ""Infos..."
512,08-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
513,07-11-2012,Others,Infosys Ltd has submitted to BSE a copy of Press Release dated November ...
514,01-11-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated November  ...
515,25-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
516,23-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
517,22-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
518,17-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
519,16-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
520,12-10-2012,Others,"Infosys Ltd has informed BSE that Mr. V. Balakrishnan, Member of the  Bo..."
521,09-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
522,04-10-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated  October  ...
523,27-09-2012,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
524,14-09-2012,Others,Infosys Ltd has informed BSE regarding a Press Release dated September  ...
525,12-09-2012,Others,"Infosys Ltd has informed BSE regarding  a  Press 
Release  dated  Septe..."
526,11-09-2012,Others,A  Next-  Generation  Collaborative Product Infosys Ltd  has  informed  ...
527,10-09-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated September ..."
528,23-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
529,21-08-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated August 20, ..."
530,16-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
531,13-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
532,09-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
533,07-08-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release dated  August  ...
534,03-08-2012,Others,"Infosys  Ltd  has informed BSE that on August 02,  2012,  the  Company  ..."
535,24-07-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 23,  2..."
536,20-07-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 20,  2..."
537,17-07-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated July 17, 20..."
538,10-07-2012,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  July  ...
539,02-07-2012,Others,Infosys  Ltd has informed BSE that 31st Annual General Meeting   (AGM)  ...
540,26-06-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 26,  2..."
541,25-06-2012,Others,"Infosys  Ltd  has  informed  BSE that on June 19,  2012,  the  Company  ..."
542,14-06-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated June 14,  2..."
543,11-06-2012,Others,Infosys Ltd has informed BSE that the 31st Annual General Meeting (AGM) ...
544,08-06-2012,Others,Infosys  Ltd  has  informed BSE regarding a Press Release  dated  June  ...
545,31-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 30,  20..."
546,23-05-2012,Others,"Infosys  Ltd has informed BSE regarding a Press Release dated May 22,  2..."
547,15-05-2012,Others,"Infosys Ltd. has informed BSE regarding a Press Release dated May 14,  2..."
548,10-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 10,  20..."
549,08-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 08,  20..."
550,03-05-2012,Others,"Infosys Ltd has informed BSE regarding a Press Release dated May 03,  20..."
551,27-04-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
552,24-04-2012,Others,Infosys  Ltd has submitted to BSE a copy of Press Release dated  April  ...
553,19-04-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  April  ...
554,22-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
555,15-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
556,13-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
557,01-03-2012,Others,Infosys  Ltd  has informed BSE regarding a Press Release  dated  March  ...
558,27-02-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
559,03-02-2012,Others,Infosys  Ltd has informed BSE regarding a Press Release dated February  ...
560,12-01-2012,Others,Infosys  Technologies  Ltd  has informed BSE regarding  a  IFRS  USD  Pr...
561,21-12-2011,Others,Infosys Ltd has informed BSE regarding a Press Release dated December 20...
562,18-10-2011,Others,Infosys Ltd has informed BSE that the members of the Company by way of P...
563,12-10-2011,Others,Infosys Ltd has informed BSE that the interim dividend will be paid on O...
564,07-09-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
565,02-09-2011,Others,Infosys Technologies Ltd has informed BSE that the Company is in the pro...
566,24-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
567,10-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
568,09-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
569,04-08-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
570,17-06-2011,Others,Infosys Technologies Ltd has informed BSE that the Company has received ...
571,13-06-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
572,07-06-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
573,25-05-2011,Others,"Infosys Technologies Ltd has informed BSE that on May 23, 2011, the Comp..."
574,02-05-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
575,15-04-2011,Others,Infosys Technologies Ltd has informed BSE regarding a IFRS USD Press Rel...
576,17-02-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
577,24-01-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
578,13-01-2011,Others,Infosys Technologies Ltd has submitted to the BSE a copy of the Fact She...
579,07-01-2011,Others,Infosys Technologies Ltd has informed BSE regarding a Press Release date...
