,Announcement_Date,PURPOSE,REMARKS
628,10-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
629,04-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
630,03-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
631,23-08-2013,Others,Tata Consultancy Services Ltd has informed BSE that the 18th Annual Gene...
632,12-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
633,07-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
634,05-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
635,01-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
636,30-07-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
637,25-07-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
638,24-07-2013,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
639,01-07-2013,Others,Tata  Consultancy  Services Ltd has informed BSE regarding the  details ...
640,19-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
641,18-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
642,17-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
643,10-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
644,05-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
645,04-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
646,03-06-2013,Others,Tata  Consultancy  Services  Ltd has submitted to  BSE  about  the  deta...
647,30-05-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
648,09-05-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
649,03-05-2013,Others,Tata  Consultancy  Services Ltd has informed BSE that by an Order  made ...
650,23-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
651,22-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
652,09-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
653,01-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
654,28-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
655,26-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
656,25-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
657,22-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
658,21-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
659,14-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
660,13-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
661,05-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
662,04-03-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
663,01-03-2013,Others,Tata  Consultancy  Services Ltd has informed BSE that : TCS  has  filed ...
664,28-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
665,18-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
666,15-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
667,08-02-2013,Others,Tata  Consultancy  Services Ltd has informed BSE that Mr.  S.   Mahaling...
668,04-02-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
669,28-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
670,23-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
671,22-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
672,18-01-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
673,28-12-2012,Others,Tata  Consultancy  Services  Ltd has informed BSE  that  with  effect  f...
674,20-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
675,19-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
676,18-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
677,13-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
678,12-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
679,06-12-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
680,29-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
681,15-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
682,09-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
683,08-11-2012,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
684,06-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
685,01-11-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
686,29-10-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
687,23-10-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
688,04-10-2012,Others,Tata  Consultancy  Services  Ltd has informed BSE that  regarding  a  Pr...
689,27-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
690,25-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
691,18-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
692,13-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
693,04-09-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
694,27-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
695,16-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
696,14-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
697,08-08-2012,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of the Minutes...
698,02-08-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
699,30-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
700,24-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
701,19-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
702,17-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
703,13-07-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
704,02-07-2012,Others,Tata Consultancy Services Ltd has informed BSE that regarding Clause 35A...
705,28-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
706,27-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
707,22-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
708,21-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
709,14-06-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
710,30-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
711,24-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
712,21-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
713,15-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
714,14-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
715,11-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
716,07-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
717,03-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
718,02-05-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
719,30-04-2012,Others,Tata  Consultancy Services  Ltd  has informed BSE regarding a Press Rele...
720,25-04-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
721,02-04-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
722,29-03-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
723,27-03-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
724,20-03-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
725,28-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
726,23-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
727,14-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
728,13-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
729,08-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
730,06-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
731,02-02-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
732,31-01-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
733,30-01-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
734,25-01-2012,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
735,19-12-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
736,07-12-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
737,17-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
738,16-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
739,09-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
740,01-11-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
741,24-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
742,21-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
743,19-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
744,14-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
745,13-10-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
746,07-10-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
747,22-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
748,20-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
749,19-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
750,15-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
751,13-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
752,12-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
753,06-09-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
754,26-08-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
755,22-08-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
756,19-08-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
757,08-08-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
758,05-08-2011,Others,Tata Consultancy Services Ltd has informed BSE that the members at the 1...
759,26-07-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
760,06-07-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
761,04-07-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
762,28-06-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
763,23-06-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
764,17-06-2011,Others,Tata Consultancy Services Ltd  has informed BSE regarding a Press Releas...
765,16-06-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
766,02-06-2011,Others,Tata Consultancy Services Ltd has informed BSE that the members at the 1...
767,31-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
768,30-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
769,16-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
770,13-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
771,10-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
772,04-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
773,03-05-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
774,01-04-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
775,28-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
776,24-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
777,22-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
778,15-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
779,03-03-2011,Others,Tata Consultancy Services Ltd has submitted the disclosure under Regulat...
780,01-03-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
781,25-02-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
782,24-02-2011,Others,Tata Consultancy Services Ltd regarding a Press Release dated February 2...
783,16-02-2011,Others,Tata Consultancy Services Ltd has informed BSE about a Press Release dat...
784,09-02-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
785,25-01-2011,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
786,04-01-2011,Others,Tata Consultancy Services Ltd has informed BSE that the amendments relat...
