,Announcement_Date,PURPOSE,REMARKS
321,16-10-2017,Others,Press   Release   titled  'Dallas  Independent  School  District   Set  ...
322,12-10-2017,Others,"We  would  like  to inform you that at the Board Meeting  held  today,  ..."
323,06-10-2017,Others,The  Exchange has sought clarification from Tata Consultancy  Services  ...
324,05-10-2017,Others,We are sending herewith copy of the Press Release titled 'TCS Recognized...
325,03-10-2017,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
326,04-09-2017,Others,In  terms  of  Regulation 30 of SEBI (Listing  Obligations  and  Disclos...
327,27-07-2017,Others,Pursuant to the requirement under the Regulation 30(5) of the SEBI (List...
328,20-07-2017,Others,Pursuant  to Regulation 30 read with Schedule III Part A Para A of  SEBI...
329,27-06-2017,Others,Pursuant  to Regulation 30 read with Schedule III Part A Para A of  SEBI...
330,19-06-2017,Others,Pursuant  to Regulation 30 of the SEBI (Listing Obligations and  Disclos...
331,09-06-2017,Others,"Completion  of extinguishment/ destruction of a total of 5,61,40,350  (F..."
332,07-06-2017,Others,Pursuant to Regulation 19(7) of the Securities and Exchange Board of  In...
333,15-05-2017,Others,"Updates  regarding the buyback upto 5,61,40,351 (Five crore sixty one  l..."
334,24-04-2017,Others,"Sub:  Financial  Results  for the year ended March  31,  2017  The  audi..."
335,20-04-2017,Others,"We would like to inform that at the Board Meeting held today, the Direct..."
336,19-04-2017,Others,Please  find  enclosed a copy of the Dividend Distribution  Policy  of  ...
337,18-04-2017,Others,This is with reference to our letter no. TCS/BM/1/SE/201718dated April 7...
338,12-04-2017,Others,"Dear  Sirs, Notice is hereby given that a meeting of Board of Directors ..."
339,10-04-2017,Others,In  terms  of Regulation 30 of the Securities and Exchange Board  of  In...
340,02-03-2017,Others,Update on proposal for buyback of Equity Shares of the Company
341,21-02-2017,Others,Tata Consultancy Services Ltd has informed BSE that pursuant to Section ...
342,20-02-2017,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
343,16-02-2017,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
344,06-02-2017,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
345,27-01-2017,Others,"Technology to Enhance Urban Transportation in Belfort, FranceTata  Consu..."
346,24-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
347,18-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
348,17-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
349,16-01-2017,Others,Omnichannel Payment Solutions with OmniStoreTTata  Consultancy Services ...
350,12-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE that at the  Board  Meet...
351,27-12-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
352,16-12-2016,Others,Tata  Consultancy Services Ltd has informed BSE that: We are  enclosing ...
353,24-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
354,23-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
355,17-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
356,15-11-2016,Others,"With  reference  to  the  earlier letter  dated  November  09,  2016,  T..."
357,10-11-2016,Others,Tata Consultancy Services Ltd has informed BSE about the following mater...
358,09-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
359,21-10-2016,Others,Tata Consultancy Services Ltd has submitted to BSE the Shareholding Patt...
360,13-10-2016,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
361,17-08-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
362,19-07-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
363,14-07-2016,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
364,13-07-2016,Others,Tata  Consultancy  Services Ltd has informed BSE that as  per  Ministry ...
365,20-06-2016,Others,Tata  Consultancy  Services Ltd has informed BSE regarding the  details ...
366,02-05-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
367,25-04-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
368,22-04-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
369,20-04-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
370,05-04-2016,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
371,04-04-2016,Others,Tata  Consultancy  Services Ltd has informed BSE regarding  Intimation  ...
372,29-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
373,18-03-2016,Others,"Pledge Milestone to Advance Girls, Young Women and Minorities in STEMTat..."
374,17-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
375,16-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
376,11-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding Announcement  ...
377,10-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
378,08-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
379,03-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
380,02-03-2016,Others,Internet through Digital ReimaginationTata  Consultancy Services Ltd has...
381,29-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
382,26-02-2016,Others,Tata  Consultancy  Services  Ltd has informed BSE  regarding  Schedule  ...
383,23-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
384,22-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
385,19-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
386,17-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
387,16-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
388,15-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
389,09-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
390,08-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
391,03-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
392,29-01-2016,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of a Schedule ...
393,28-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
394,27-01-2016,Others,Tata  Sons  Ltd has now submitted the revised disclosure  under  Regulat...
395,25-01-2016,Others,TATA Sons Ltd has submitted the disclosure under Regulation 31(1) and 31...
396,20-01-2016,Others,Tata  Consultancy  Services  Ltd  has  informed  BSE  regarding   Quarte...
397,18-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
398,15-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
399,14-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
400,13-01-2016,Others,Tata  Consultancy Services Ltd has submitted to BSE a copy of  presentat...
401,12-01-2016,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
402,07-01-2016,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of the  Schedu...
403,06-01-2016,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
404,28-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
405,24-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
406,22-12-2015,Others,Second Consecutive Year by GartnerTata Consultancy Services Ltd has subm...
407,21-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
408,17-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
409,16-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
410,14-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
411,11-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
412,10-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
413,09-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
414,08-12-2015,Others,Services at the European Software Testing Awards 2015Tata  Consultancy S...
415,07-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
416,04-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
417,03-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
418,02-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
419,01-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
420,26-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
421,24-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
422,18-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
423,17-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
424,13-11-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
425,10-11-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
426,29-10-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
427,28-10-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
428,26-10-2015,Others,Award for Specialized Partner of the Year - AsiaPacific in Telecommunica...
429,23-10-2015,Others,Analytics Driven Security ServicesTata  Consultancy Services Ltd has inf...
430,21-10-2015,Others,Markets Application Outsourcing by Everest GroupTata  Consultancy Servic...
431,20-10-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
432,16-10-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
433,15-10-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
434,13-10-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
435,30-09-2015,Others,"TCS BaNCS to enable innovation, efficiency andworld-class services to cu..."
436,29-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
437,22-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
438,21-09-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Hon'ble High  Co...
439,16-09-2015,Others,Intelligence & Insights' for Retail BanksTata  Consultancy Services Ltd ...
440,15-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
441,07-09-2015,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
442,04-09-2015,Others,The  Exchange has sought clarification from Tata Consultancy  Services  ...
443,03-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
444,02-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
445,01-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
446,28-08-2015,Others,Tata  Consultancy  Services  Ltd has informed  BSE  about  formulation  ...
447,26-08-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
448,13-08-2015,Others,Everest Group for Second Consecutive YearTata  Consultancy Services Ltd ...
449,12-08-2015,Others,Dairy realize sustainable savingsTata  Consultancy Services Ltd has info...
450,04-08-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
451,28-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
452,24-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
453,23-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
454,22-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
455,17-07-2015,Others,Transaction Processing by CelentTata  Consultancy Services Ltd has infor...
456,16-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
457,15-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
458,13-07-2015,Others,Marketing Solutions and ServicesTata  Consultancy Services Ltd has infor...
459,09-07-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
460,03-07-2015,Others,Tata  Consultancy  Services Ltd has informed BSE regarding the  details ...
461,01-07-2015,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
462,30-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
463,26-06-2015,Others,Monitoring by IDC MarketScapeTata  Consultancy Services Ltd has informed...
464,25-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
465,16-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
466,15-06-2015,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
467,12-06-2015,Others,The  Exchange has sought clarification from Tata Consultancy  Services  ...
468,11-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
469,09-06-2015,Others,Tata Consultancy Services Ltd has informed BSE that the 20th Annual Gene...
470,02-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
471,28-05-2015,Others,Design Innovation LabTata  Consultancy Services Ltd has informed BSE reg...
472,27-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
473,21-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
474,20-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
475,14-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
476,13-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
477,12-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
478,05-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
479,29-04-2015,Others,Record-to-Report  (R2R)  BPS by Everest GroupTata  Consultancy Services ...
480,28-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
481,23-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
482,22-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
483,21-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
484,16-04-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
485,08-04-2015,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
486,07-04-2015,Others,Tata  Consultancy  Services Ltd has submitted to BSE a  copy  of  Newspa...
487,06-04-2015,Others,The Exchange has sought clarification from Tata Consultancy Services Ltd...
488,31-03-2015,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
489,30-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding Notice  of  Co...
490,26-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
491,25-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
492,24-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
493,19-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
494,17-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
495,16-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
496,13-03-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
497,09-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
498,05-03-2015,Others,Tata  Consultancy  Services  Ltd  has  submitted  to  BSE  a  copy  of  ...
499,04-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
500,03-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
501,02-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
502,26-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
503,24-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
504,19-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
505,18-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
506,16-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
507,11-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
508,10-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
509,05-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
510,04-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
511,29-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
512,23-01-2015,Others,Tata Consultancy Services Ltd has informed BSE regarding TCS Recognized ...
513,22-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
514,21-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
515,20-01-2015,Others,Tata  Consultancy Services Ltd. has informed BSE regarding a Press  Rele...
516,16-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
517,14-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
518,30-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
519,22-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
520,18-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
521,17-12-2014,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
522,16-12-2014,Others,Tata  Consultancy Services Ltd. has informed BSE regarding a Press  Rele...
523,12-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
524,11-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
525,10-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
526,09-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
527,08-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
528,05-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
529,03-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
530,02-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
531,26-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
532,25-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
533,19-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
534,17-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
535,14-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
536,13-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
537,12-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
538,10-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
539,07-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
540,05-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
541,29-10-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
542,28-10-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
543,27-10-2014,Others,The  Exchange has sought clarification from Tata Consultancy  Services  ...
544,22-10-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
545,07-10-2014,Others,"Tata Consultancy Services Ltd has informed BSE that Mr. S. Ramadorai,  V..."
546,29-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
547,26-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
548,24-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
549,22-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
550,09-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
551,08-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
552,04-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
553,02-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
554,27-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
555,26-08-2014,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
556,25-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
557,21-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
558,19-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
559,18-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
560,14-08-2014,Others,Sciences ITO for Second Year in a Row by Everest GroupTata  Consultancy ...
561,12-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
562,11-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
563,04-08-2014,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of the Minutes...
564,31-07-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
565,30-07-2014,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
566,28-07-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
567,22-07-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
568,17-07-2014,Others,Tata Consultancy Services Ltd has informed BSE that the Audit Committee ...
569,30-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
570,25-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
571,24-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
572,13-06-2014,Others,Tata  Consultancy  Services  Ltd  has  submitted  to  BSE  a  copy  of  ...
573,10-06-2014,Others,The Asian Banker Tata Consultancy Services Ltd has informed BSE regardin...
574,09-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
575,03-06-2014,Others,Tata Consultancy Services Ltd has informed BSE that the 19th Annual Gene...
576,20-05-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
577,29-04-2014,Others,Tata Consultancy Services Ltd  has informed BSE regarding a Press Releas...
578,28-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
579,23-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
580,22-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
581,21-04-2014,Others,Corporation's  IT  Frontier  Corporation  With  reference  to  the  earl...
582,15-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
583,04-04-2014,Others,Tata  Consultancy  Services Ltd has submitted to BSE a copy of  a  note ...
584,31-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
585,28-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
586,25-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
587,24-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
588,21-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
589,19-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
590,05-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
591,04-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
592,25-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
593,24-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
594,21-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
595,20-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
596,12-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
597,11-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
598,30-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
599,27-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
600,23-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
601,22-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
602,21-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
603,06-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
604,19-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
605,18-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
606,16-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
607,12-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
608,10-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
609,05-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
610,27-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
611,26-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
612,22-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
613,18-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
614,11-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
615,06-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
616,05-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
617,29-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
618,23-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
619,21-10-2013,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
620,03-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
621,01-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
622,26-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
623,24-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
624,19-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
625,16-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
626,13-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
627,12-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
