,Announcement_Date,PURPOSE,REMARKS
320,24-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
321,18-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
322,17-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
323,16-01-2017,Others,Omnichannel Payment Solutions with OmniStoreTTata  Consultancy Services ...
324,12-01-2017,Others,Tata  Consultancy Services Ltd has informed BSE that at the  Board  Meet...
325,27-12-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
326,16-12-2016,Others,Tata  Consultancy Services Ltd has informed BSE that: We are  enclosing ...
327,24-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
328,23-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
329,17-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
330,15-11-2016,Others,"With  reference  to  the  earlier letter  dated  November  09,  2016,  T..."
331,10-11-2016,Others,Tata Consultancy Services Ltd has informed BSE about the following mater...
332,09-11-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
333,21-10-2016,Others,Tata Consultancy Services Ltd has submitted to BSE the Shareholding Patt...
334,13-10-2016,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
335,17-08-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
336,19-07-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
337,14-07-2016,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
338,13-07-2016,Others,Tata  Consultancy  Services Ltd has informed BSE that as  per  Ministry ...
339,20-06-2016,Others,Tata  Consultancy  Services Ltd has informed BSE regarding the  details ...
340,02-05-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
341,25-04-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
342,22-04-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
343,20-04-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
344,05-04-2016,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
345,04-04-2016,Others,Tata  Consultancy  Services Ltd has informed BSE regarding  Intimation  ...
346,29-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
347,18-03-2016,Others,"Pledge Milestone to Advance Girls, Young Women and Minorities in STEMTat..."
348,17-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
349,16-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
350,11-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding Announcement  ...
351,10-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
352,08-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
353,03-03-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
354,02-03-2016,Others,Internet through Digital ReimaginationTata  Consultancy Services Ltd has...
355,29-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
356,26-02-2016,Others,Tata  Consultancy  Services  Ltd has informed BSE  regarding  Schedule  ...
357,23-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
358,22-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
359,19-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
360,17-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
361,16-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
362,15-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
363,09-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
364,08-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
365,03-02-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
366,29-01-2016,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of a Schedule ...
367,28-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
368,27-01-2016,Others,Tata  Sons  Ltd has now submitted the revised disclosure  under  Regulat...
369,25-01-2016,Others,TATA Sons Ltd has submitted the disclosure under Regulation 31(1) and 31...
370,20-01-2016,Others,Tata  Consultancy  Services  Ltd  has  informed  BSE  regarding   Quarte...
371,18-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
372,15-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
373,14-01-2016,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
374,13-01-2016,Others,Tata  Consultancy Services Ltd has submitted to BSE a copy of  presentat...
375,12-01-2016,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
376,07-01-2016,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of the  Schedu...
377,06-01-2016,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
378,28-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
379,24-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
380,22-12-2015,Others,Second Consecutive Year by GartnerTata Consultancy Services Ltd has subm...
381,21-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
382,17-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
383,16-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
384,14-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
385,11-12-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
386,10-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
387,09-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
388,08-12-2015,Others,Services at the European Software Testing Awards 2015Tata  Consultancy S...
389,07-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
390,04-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
391,03-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
392,02-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
393,01-12-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
394,26-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
395,24-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
396,18-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
397,17-11-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
398,13-11-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
399,10-11-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
400,29-10-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
401,28-10-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
402,26-10-2015,Others,Award for Specialized Partner of the Year - AsiaPacific in Telecommunica...
403,23-10-2015,Others,Analytics Driven Security ServicesTata  Consultancy Services Ltd has inf...
404,21-10-2015,Others,Markets Application Outsourcing by Everest GroupTata  Consultancy Servic...
405,20-10-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
406,16-10-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
407,15-10-2015,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
408,13-10-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
409,30-09-2015,Others,"TCS BaNCS to enable innovation, efficiency andworld-class services to cu..."
410,29-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
411,22-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
412,21-09-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Hon'ble High  Co...
413,16-09-2015,Others,Intelligence & Insights' for Retail BanksTata  Consultancy Services Ltd ...
414,15-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
415,07-09-2015,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
416,04-09-2015,Others,The  Exchange has sought clarification from Tata Consultancy  Services  ...
417,03-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
418,02-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
419,01-09-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
420,28-08-2015,Others,Tata  Consultancy  Services  Ltd has informed  BSE  about  formulation  ...
421,26-08-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
422,13-08-2015,Others,Everest Group for Second Consecutive YearTata  Consultancy Services Ltd ...
423,12-08-2015,Others,Dairy realize sustainable savingsTata  Consultancy Services Ltd has info...
424,04-08-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
425,28-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
426,24-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
427,23-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
428,22-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
429,17-07-2015,Others,Transaction Processing by CelentTata  Consultancy Services Ltd has infor...
430,16-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
431,15-07-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
432,13-07-2015,Others,Marketing Solutions and ServicesTata  Consultancy Services Ltd has infor...
433,09-07-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
434,03-07-2015,Others,Tata  Consultancy  Services Ltd has informed BSE regarding the  details ...
435,01-07-2015,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
436,30-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
437,26-06-2015,Others,Monitoring by IDC MarketScapeTata  Consultancy Services Ltd has informed...
438,25-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
439,16-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
440,15-06-2015,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
441,12-06-2015,Others,The  Exchange has sought clarification from Tata Consultancy  Services  ...
442,11-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
443,09-06-2015,Others,Tata Consultancy Services Ltd has informed BSE that the 20th Annual Gene...
444,02-06-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
445,28-05-2015,Others,Design Innovation LabTata  Consultancy Services Ltd has informed BSE reg...
446,27-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
447,21-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
448,20-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
449,14-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
450,13-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
451,12-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
452,05-05-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
453,29-04-2015,Others,Record-to-Report  (R2R)  BPS by Everest GroupTata  Consultancy Services ...
454,28-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
455,23-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
456,22-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
457,21-04-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
458,16-04-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
459,08-04-2015,Others,Tata Consultancy Services Ltd has informed BSE that a meeting of the  Bo...
460,07-04-2015,Others,Tata  Consultancy  Services Ltd has submitted to BSE a  copy  of  Newspa...
461,06-04-2015,Others,The Exchange has sought clarification from Tata Consultancy Services Ltd...
462,31-03-2015,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
463,30-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding Notice  of  Co...
464,26-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
465,25-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
466,24-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
467,19-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
468,17-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
469,16-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
470,13-03-2015,Others,Tata Consultancy Services Ltd has informed BSE that the Board of  Direct...
471,09-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
472,05-03-2015,Others,Tata  Consultancy  Services  Ltd  has  submitted  to  BSE  a  copy  of  ...
473,04-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
474,03-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
475,02-03-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
476,26-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
477,24-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
478,19-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
479,18-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
480,16-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
481,11-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
482,10-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
483,05-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
484,04-02-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
485,29-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
486,23-01-2015,Others,Tata Consultancy Services Ltd has informed BSE regarding TCS Recognized ...
487,22-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
488,21-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
489,20-01-2015,Others,Tata  Consultancy Services Ltd. has informed BSE regarding a Press  Rele...
490,16-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
491,14-01-2015,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
492,30-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
493,22-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
494,18-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
495,17-12-2014,Others,The  Exchange had sought clarification from Tata Consultancy  Services  ...
496,16-12-2014,Others,Tata  Consultancy Services Ltd. has informed BSE regarding a Press  Rele...
497,12-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
498,11-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
499,10-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
500,09-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
501,08-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
502,05-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
503,03-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
504,02-12-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
505,26-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
506,25-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
507,19-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
508,17-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
509,14-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
510,13-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
511,12-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
512,10-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
513,07-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
514,05-11-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
515,29-10-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
516,28-10-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
517,27-10-2014,Others,The  Exchange has sought clarification from Tata Consultancy  Services  ...
518,22-10-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
519,07-10-2014,Others,"Tata Consultancy Services Ltd has informed BSE that Mr. S. Ramadorai,  V..."
520,29-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
521,26-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
522,24-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
523,22-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
524,09-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
525,08-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
526,04-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
527,02-09-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
528,27-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
529,26-08-2014,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
530,25-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
531,21-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
532,19-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
533,18-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
534,14-08-2014,Others,Sciences ITO for Second Year in a Row by Everest GroupTata  Consultancy ...
535,12-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
536,11-08-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
537,04-08-2014,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of the Minutes...
538,31-07-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
539,30-07-2014,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
540,28-07-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
541,22-07-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
542,17-07-2014,Others,Tata Consultancy Services Ltd has informed BSE that the Audit Committee ...
543,30-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
544,25-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
545,24-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
546,13-06-2014,Others,Tata  Consultancy  Services  Ltd  has  submitted  to  BSE  a  copy  of  ...
547,10-06-2014,Others,The Asian Banker Tata Consultancy Services Ltd has informed BSE regardin...
548,09-06-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
549,03-06-2014,Others,Tata Consultancy Services Ltd has informed BSE that the 19th Annual Gene...
550,20-05-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
551,29-04-2014,Others,Tata Consultancy Services Ltd  has informed BSE regarding a Press Releas...
552,28-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
553,23-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
554,22-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
555,21-04-2014,Others,Corporation's  IT  Frontier  Corporation  With  reference  to  the  earl...
556,15-04-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
557,04-04-2014,Others,Tata  Consultancy  Services Ltd has submitted to BSE a copy of  a  note ...
558,31-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
559,28-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
560,25-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
561,24-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
562,21-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
563,19-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
564,05-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
565,04-03-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
566,25-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
567,24-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
568,21-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
569,20-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
570,12-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
571,11-02-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
572,30-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
573,27-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
574,23-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
575,22-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
576,21-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
577,06-01-2014,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
578,19-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
579,18-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
580,16-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
581,12-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
582,10-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
583,05-12-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
584,27-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
585,26-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
586,22-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
587,18-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
588,11-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
589,06-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
590,05-11-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
591,29-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
592,23-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
593,21-10-2013,Others,Tata Consultancy Services Ltd has informed BSE regarding a Press Release...
594,03-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
595,01-10-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
596,26-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
597,24-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
598,19-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
599,16-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
600,13-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
601,12-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
602,10-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
603,04-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
604,03-09-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
605,23-08-2013,Others,Tata Consultancy Services Ltd has informed BSE that the 18th Annual Gene...
606,12-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
607,07-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
608,05-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
609,01-08-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
610,30-07-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
611,25-07-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
612,24-07-2013,Others,Tata Consultancy Services Ltd has submitted to BSE a copy of Press  Rele...
613,01-07-2013,Others,Tata  Consultancy  Services Ltd has informed BSE regarding the  details ...
614,19-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
615,18-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
616,17-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
617,10-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
618,05-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
619,04-06-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
620,03-06-2013,Others,Tata  Consultancy  Services  Ltd has submitted to  BSE  about  the  deta...
621,30-05-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
622,09-05-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
623,03-05-2013,Others,Tata  Consultancy  Services Ltd has informed BSE that by an Order  made ...
624,23-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
625,22-04-2013,Others,Tata  Consultancy Services Ltd has informed BSE regarding a  Press  Rele...
